,body,title
10,solid interface segregation principle differ single responsibility principle wikipedia entry solid say isp split interface large small specific one client know method interest however sound like apply srp interface well class interface responsible one conceptual thing wouldnt able break far miss something isp sort redundant srp isp imply srp,in solid distinction srp isp single responsibility principle interface segregation principle
11,im try implement navigation jetpacks architecture component exist app single activity app main fragment listfragment list item currently user tap list item second fragment add stack fragmenttransactionaddridmain detailfragment back press detailfragment detach listfragment show navigation architecture handle automatically instead add new fragment replace fragment view destroyed ondestroyview call oncreateview call back press recreate view understand good pattern use livedata viewmodel avoid use memory necessary case annoy list complex layout inflate time cpu consume also ill need save scroll position list scroll position user left fragment possible seem exists well way ive try save view private field fragment reuse oncreateview already seem antipattern private view view null override public view oncreateviewlayoutinflater inflater viewgroup container bundle savedinstancestate view null view inflaterinflaterlayoutfragmentlist container false return view elegant way avoid reinflating layout,fragment destroyed recreate jetpacks android navigation component
12,buttonbackgroundcolor coloryellow row imageasset image spacerdp textquotbuttonquot figure cant use background color button follow compose layout codelabs problem backgroundcolor asset image,background color button jetpack compose
13,im use navigation component version rc navigate back forth screen use navigationfindnavcontrolleritnavigateridactionparticipants go screen second time see second fragment receive exception enable log fragmentmanager seem like difference instance fragment attach cause error idea navigation component create another instance fragment attach workarounds get attach fragment instead comappdebug dfragmentmanager mname mindex mcommittedfalse comappdebug dfragmentmanager menteranimfe mexitanimff comappdebug dfragmentmanager mpopenteranimf mpopexitanimf comappdebug dfragmentmanager operation comappdebug dfragmentmanager op replace staffbookingdetailsfragmente fbdcaecadd idxfac comappdebug dfragmentmanager enteranimfe exitanimff comappdebug dfragmentmanager popenteranimf popexitanimf comappdebug dfragmentmanager op setprimarynav staffbookingdetailsfragmente fbdcaecadd idxfac comappdebug dfragmentmanager enteranimfe exitanimff comappdebug dfragmentmanager popenteranimf popexitanimf comappdebug dfragmentmanager mname mindex mcommittedfalse comappdebug dfragmentmanager operation comappdebug dfragmentmanager op replace participantsfragmentfddef bbabcafc idxfac comappdebug dfragmentmanager op setprimarynav participantsfragmentfddef bbabcafc idxfac comappdebug eandroidruntime fatal exception main process comappdebug pid javalangillegalstateexception fragment participantsfragmentbebc aaaefacfbedabbeb associate fragment manager androidxfragmentappfragmentrequirefragmentmanagerfragmentjava comappbookingsparticipantsparticipantsfragmentonparticipantactionclickedparticipantsfragmentkt comappdatabindingitembindparticipantbindingimplinternalcallbackonclickitembindparticipantbindingimpljava comappgeneratedcallbackonclicklisteneronclickonclicklistenerjava androidviewviewperformclickviewjava androidviewviewperformclickinternalviewjava androidviewviewaccessviewjava androidviewviewperformclickrunviewjava androidoshandlerhandlecallbackhandlerjava androidoshandlerdispatchmessagehandlerjava androidoslooperlooplooperjava androidappactivitythreadmainactivitythreadjava javalangreflectmethodinvokenative method comandroidinternalosruntimeinitmethodandargscallerrunruntimeinitjava comandroidinternaloszygoteinitmainzygoteinitjava,navigation component illegalstateexception fragment associate fragment manager
14,ive scour interwebs eg android documentation answer etc answer thought would fairly trivial question achieve translucent action bar like one google music youtube link image example want video content full screen constrainedpushed action bar still leverage benefit built ui component obviously use completely custom view id rather leverage actionbar possible manifest ltactivity androidnamevideoplayer androidthemeandroidstylethemeholo androidlaunchmodesingletop androidconfigchangeskeyboardhiddenorientationgt activity setup action bar actionbar actionbar getactionbar actionbarsetnavigationmodeactionbarnavigationmodestandard view customactionbarview getlayoutinflaterinflaterlayoutplayercustomactionbar null actionbarsetcustomviewcustomactionbarview new actionbarlayoutparamsactionbarlayoutparamsmatchparent rdimenactionbarheight actionbarsetdisplayoptionsactionbardisplayshowcustom menu ltmenu xmlnsandroidhttpschemasandroidcomapkresandroidgt ltitem androidididbutton androidicondrawablebutton androidshowasactionalwaysgt ltitem androidididbutton androidicondrawablebutton androidshowasactionalwaysgt ltmenugt custom actionbar view ltlinearlayout xmlnsandroidhttpschemasandroidcomapkresandroid androidididcustomactionbar androidlayoutwidthmatchparent androidlayoutheightwrapcontent androidorientationhorizontal androidgravitycenter androidbackgroundcolortranslucentblackgt lthome icon arrowgt ltimageview androidididhome androidsrcdrawablehome androidlayoutwidthwrapcontent androidlayoutheightmatchparentgt ltanother imagegt ltimageview androidididimage androidlayoutwidthwrapcontent androidlayoutheightmatchparent androidvisibilityvisiblegt lttext imagegt lttextview androidididtext androidlayoutwidthwrapcontent androidlayoutheightmatchparent androidgravitycentervertical androidvisibilitygonegt lttitlegt lttextview androidididtitle androidlayoutwidthwrapcontent androidlayoutheightmatchparent androidpaddingleftdp androidgravitycenterverticalgt ltlinearlayoutgt,custom translucent android actionbar
15,collapsingtoolbarlayout crash error inflate class androidsupportdesignwidgetcollapsingtoolbarlayout update android studio last weekend update work fine update crashed however try downgrade version work anymore coworker problem collapsingtoolbarlayout sure happen error javalangruntimeexception unable start activity componentinfocomtestandroidcomtestandroiduiactivityrandomactivity androidviewinflateexception binary xml file line error inflate class androidsupportdesignwidgetcollapsingtoolbarlayout androidappactivitythreadperformlaunchactivityactivitythreadjava androidappactivitythreadhandlelaunchactivityactivitythreadjava androidappactivitythreadaccessactivitythreadjava androidappactivitythreadhhandlemessageactivitythreadjava androidoshandlerdispatchmessagehandlerjava androidoslooperlooplooperjava androidappactivitythreadmainactivitythreadjava javalangreflectmethodinvokenative method javalangreflectmethodinvokemethodjava comandroidinternaloszygoteinitmethodandargscallerrunzygoteinitjava comandroidinternaloszygoteinitmainzygoteinitjava cause androidviewinflateexception binary xml file line error inflate class androidsupportdesignwidgetcollapsingtoolbarlayout androidviewlayoutinflatercreateviewlayoutinflaterjava androidviewlayoutinflatercreateviewfromtaglayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidsupportvappappcompatdelegateimplvsetcontentviewappcompatdelegateimplvjava androidsupportvappappcompatactivitysetcontentviewappcompatactivityjava comtestandroiduiactivityrefreshableactivityoncreaterefreshableactivityjava androidappactivityperformcreateactivityjava androidappinstrumentationcallactivityoncreateinstrumentationjava androidappactivitythreadperformlaunchactivityactivitythreadjava androidappactivitythreadhandlelaunchactivityactivitythreadjava androidappactivitythreadaccessactivitythreadjava androidappactivitythreadhhandlemessageactivitythreadjava androidoshandlerdispatchmessagehandlerjava androidoslooperlooplooperjava androidappactivitythreadmainactivitythreadjava javalangreflectmethodinvokenative method javalangreflectmethodinvokemethodjava comandroidinternaloszygoteinitmethodandargscallerrunzygoteinitjava comandroidinternaloszygoteinitmainzygoteinitjava cause javalangreflectinvocationtargetexception javalangreflectconstructornewinstancenative method javalangreflectconstructornewinstanceconstructorjava androidviewlayoutinflatercreateviewlayoutinflaterjava androidviewlayoutinflatercreateviewfromtaglayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidsupportvappappcompatdelegateimplvsetcontentviewappcompatdelegateimplvjava androidsupportvappappcompatactivitysetcontentviewappcompatactivityjava comtestandroiduiactivityrefreshableactivityoncreaterefreshableactivityjava androidappactivityperformcreateactivityjava androidappinstrumentationcallactivityoncreateinstrumentationjava androidappactivitythreadperformlaunchactivityactivitythreadjava androidappactivitythreadhandlelaunchactivityactivitythreadjava androidappactivitythreadaccessactivitythreadjava androidappactivitythreadhhandlemessageactivitythreadjava androidoshandlerdispatchmessagehandlerjava androidoslooperlooplooperjava androidappactivitythreadmainactivitythreadjava javalangreflectmethodinvokenative method javalangreflectmethodinvokemethodjava comandroidinternaloszygoteinitmethodandargscallerrunzygoteinitjava comandroidinternaloszygoteinitmainzygoteinitjava cause javalangnosuchmethoderror static method setlayoutdirectionlandroidgraphicsdrawabledrawableiv class landroidsupportvgraphicsdrawabledrawablecompat super class declaration androidsupportvgraphicsdrawabledrawablecompat appear dataappcomtestandroidbaseapk androidsupportdesignwidgetcollapsingtoolbarlayoutsetstatusbarscrimcollapsingtoolbarlayoutjava androidsupportdesignwidgetcollapsingtoolbarlayoutltinitgtcollapsingtoolbarlayoutjava androidsupportdesignwidgetcollapsingtoolbarlayoutltinitgtcollapsingtoolbarlayoutjava javalangreflectconstructornewinstancenative method javalangreflectconstructornewinstanceconstructorjava androidviewlayoutinflatercreateviewlayoutinflaterjava androidviewlayoutinflatercreateviewfromtaglayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterrinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidviewlayoutinflaterinflatelayoutinflaterjava androidsupportvappappcompatdelegateimplvsetcontentviewappcompatdelegateimplvjava androidsupportvappappcompatactivitysetcontentviewappcompatactivityjava comtestandroiduiactivityrefreshableactivityoncreaterefreshableactivityjava androidappactivityperformcreateactivityjava androidappinstrumentationcallactivityoncreateinstrumentationjava androidappactivitythreadperformlaunchactivityactivitythreadjava androidappactivitythreadhandlelaunchactivityactivitythreadjava androidappactivitythreadaccessactivitythreadjava androidappactivitythreadhhandlemessageactivitythreadjava androidoshandlerdispatchmessagehandlerjava androidoslooperlooplooperjava androidappactivitythreadmainactivitythreadjava javalangreflectmethodinvokenative method javalangreflectmethodinvokemethodjava collapsingtoolbarlayout ltandroidsupportdesignwidgetcoordinatorlayout androidlayoutwidthmatchparent androidlayoutheightmatchparent gt ltandroidsupportdesignwidgetappbarlayout androidididappbar androidlayoutwidthmatchparent androidlayoutheightwrapcontent androidthemestylethemeoverlayappcompatdarkactionbar gt ltandroidsupportdesignwidgetcollapsingtoolbarlayout androidididcollapsingtoolbar androidlayoutwidthmatchparent androidlayoutheightmatchparent androidclickabletrue appcontentscrimcolorblue appstatusbarscrimcolorbluedark applayoutscrollflagsscrollexituntilcollapsedsnap gt ltinclude layoutlayoutlayoutpage gt ltandroidsupportvwidgettoolbar androidididtoolbar androidlayoutwidthmatchparent androidlayoutheightattractionbarsize applayoutcollapsemodepin gt ltandroidsupportdesignwidgetcollapsingtoolbarlayoutgt ltandroidsupportdesignwidgetappbarlayoutgt ltinclude layoutlayoutlayout androidlayoutwidthmatchparent androidlayoutheightmatchparent applayoutbehaviorstringappbarscrollingviewbehavior gt ltandroidsupportdesignwidgetcoordinatorlayoutgt gradle file compile comgoogleandroidgmsplayservices compile comandroidsupportrecyclerviewv compile comandroidsupportsupportv compile comandroidsupportappcompatv compile comandroidsupportcardviewv compile comandroidsupportcustomtabs compile comandroidsupportdesign guy idea thanks,error inflate class collapsingtoolbarlayout
16,use new navigation component bottomnavigationview navcontroller save restores state tab default part change navigationui method onnavdestinationselected bottomnavigationviewsetupwithnavcontroller navigationviewsetupwithnavcontroller automatically save restore state popped destination enable support multiple back stack without code change use navigation fragment recommend way integrate multiple back stack great switch tab give last view stack user reselects tab say theyve go home gt detail page gt detail page b select home tab expect go back default view still see detail page b seem like part discussion handle quotreselecting tabquot behavior mention issue tracker cant figure recommend way implement thats include navigationadvancedsample val bottomnavigationview findviewbyidltbottomnavigationviewgtridbottomnav bottomnavigationviewsetupwithnavcontrollernavcontroller setup actionbar navcontroller top level destination appbarconfiguration appbarconfiguration setofridtitlescreen ridleaderboard ridregister setupactionbarwithnavcontrollernavcontroller appbarconfiguration restores previous state note release note check tap nav bar item second time clear back stack,android clear backstack reselecting bottom navigation tab
17,try find method new navigation component didnt find anything current destination mainhostfragmentfindnavcontrollercurrentdestination cant get reference displayed fragment,how i retrieve current fragment navhostfragment
18,want try new navigation library follow guideline experienced error runtime cause androidviewinflateexception binary xml file line binary xml file line error inflate class fragment cause androidviewinflateexception binary xml file line error inflate class fragment cause androidappfragmentinstantiationexception unable instantiate fragment androidxnavigationfragmentnavhostfragment make sure class name exists public empty constructor public resource file activityhomexml file simple ltxml version encodingutfgt ltframelayout xmlnsandroidhttpschemasandroidcomapkresandroid xmlnsapphttpschemasandroidcomapkresauto xmlnstoolshttpschemasandroidcomtools androidididcontainer androidlayoutwidthmatchparent androidlayoutheightmatchparent toolscontextuihomehomeactivitygt ltfragment androidididfragmentnavigationhost androidnameandroidxnavigationfragmentnavhostfragment appdefaultnavhosttrue appnavgraphnavigationnavigationhome gt ltframelayoutgt look source code navhostfragment notice us androidsupportvappfragment whole application us androidxfragmentappfragment im convince issue im include dependency androidx implementation androidxappcompatappcompatappcompatversion implementation androidxconstraintlayoutconstraintlayoutconstraintlayoutversion implementation androidxlifecyclelifecycleextensionslifecycleversion implementation androidxrecyclerviewrecyclerviewrecyclerviewversion implementation androidxroomroomruntimeroomversion implementation androidxroomroomrxjavaroomversion kapt androidxroomroomcompilerroomversion navigation implementation androidarchnavigationnavigationfragmentktxnavigationversion implementation androidarchnavigationnavigationuiktxnavigationversion see im use library androidx except navigation probably migrate yet place google find androidxnavigation unfortunately gradle unable download edit also jetifier tool enable inside gradleproperties androidenablejetifiertrue androiduseandroidxtrue update fix android studio canary mention answer dont forget invalidate cache restart order remove warning code,navhostfragment accessible xml
19,wonder solution expose dropdown menu jetpack compose couldnt find proper solution component inside jetpack compose help,expose dropdown menu jetpack compose
20,work udacity deep learn assignment encounter memory problem need switch cloud platform work aws ec would like try google cloud platform gcp need least gb memory know use docker locally never try cloud readymade solution run tensorflow gcp service compute engine container engine would make easy get start tip also appreciate,which google cloud platform service easy run tensorflow
21,outlinedtextfield code look like jetpackcompose outlinedtextfield value quotquot onvaluechange label textquotinputquot default color outline textfield purple want change outline color along label obviously,how change outline color outlinedtextfield jetpack compose
22,use view coordinatorlayout androidsupportdesign want attach applayoutbehavior fragment recyclerview example give google attach recyclerview xml file coordinatorlayout attach way attach coordinatorlayout fragment recyclerview within viewpager sample blog post android developer blog,coordinatorlayout use viewpagers recyclerview
23,use google analytics api fetch analytics data try authenticate use follow step create oauth client id httpsconsoledevelopersgooglecom credential section consent screen set publishing status test oauth playground get refresh token use generate client id client secret use generate access token day refresh token expires although mention refresh token validity life long,token expire revoke google oauth refresh token get expire day
24,im write genetic program gp system c thats minor detail ive read lot literature koza poli langdon banzhaf brameier et al implementation detail ive never see explain example im use steady state population rather generational approach primarily use computer memory rather reserve half interim population q gp oppose ga perform crossover select two parent create one child two free choice q steady state gp oppose generational system member population child create crossover replace havent see discuss two parent two randomlyselected member understand latter might use negative tournament selection choose member replace would create premature convergence crossover event population contains two original parent plus two child parent two random member get remove elitism inherent q web forum mail list focus gp oddly havent found one yahoo gp group use almost exclusively announcement polilangdon field guide forum almost silent gp discussion generalgame program site like gamedevnet basic thanks help provide,implement crossover genetic program
25,work android application use actionbar one navigation drawer icon open title actionbar actionbar want set click listener title actionbar start new activity set click listener different navigation drawer icon open navigation drawer menu achieve click navigation drawer icon click title actionbar title also open navigation drawer menu way set different click listener title actionbar thanks advance,set onclick listener action bar title android
26,use new textinputlayout design library able get show change color float label unfortunately actual edittext hint always white try change hintcolor xml style programmatically also try use androidsupportvwidgetappcompatedittext edittext hint always show white xml textinputlayout edittext ltandroidsupportdesignwidgettextinputlayout androidlayoutwidthmatchparent androidlayoutheightwrapcontent androidsupportdesignhinttextappearancestylegreentextinputlayoutgt ltedittext androidlayoutwidthmatchparent androidlayoutheightwrapcontent androidididcity androidtextcolorhintcolorblack androidhintstringcity gt ltandroidsupportdesignwidgettextinputlayoutgt style use textinputlayout try make hinttextcolor attribute black didnt anything ltstyle namegreentextinputlayout parentstyletextappearanceappcompatgt ltitem nameandroidtextcolorgtcolorhomestorygreenltitemgt ltstylegt,change edittext hint color use textinputlayout
27,fabsetbackgroundtintlistcolorstatelistvalueofcontextcompatgetcolorprivatedealactivitythis rcolorcolorwhite work change background color float action button,how change float action button color
28,building ci pipeline net core apis vsts building get error publishing build artifact fail error found pathtopublish dasbuildstagingdirectory build definition look like mention pathtopublish buildstagingdirectory get rid error,publishing build artifact fail error not found pathtopublish dasbuildstagingdirectory
29,example certain thing write operating system accomplish turing complete language,can language turing complete incomplete way
30,need put switch inside item navigation drawer im use new design support library find posibble use androidcheckable item full select wish screenshot really want possible achieve,switch navigation drawer item design support library android
31,want understand overall architecture design single page application mainly javascript let say login page usernampassword successful authentication show homepage login homepage screen actually part single page design kind page,architecture single page application javascript
32,searchview focus default try show software keyboard doesnt happen inputmethodmanager imm inputmethodmanager getsystemservicecontextinputmethodservice immtogglesoftinputinputmethodmanagershowforced click searchview,unable show keyboard automatically searchview
33,anyway make android design support library collapse animation smoother scroll release scroll stop suddenly want collapse animation continue smoothly even stop scroll androidobservablescrollview scrollable library collapse smoothly,smooth animate collapse toolbar android design support library
34,web page exists user sufficient privilege log belong proper user group proper http response serve unauthorized forbidden something else ive read far isnt clear difference two use case appropriate response,forbidden v unauthorized http response
